표순번,장비식별자,스티커라벨(장비식별자),Nvidia Serial,장비 용도,위치,업무트래킹,최신업무트래킹일자,장비별최신여부,비고
262,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 이관(AI기술개발1팀 to 플랫폼설계팀/송홍대),2025-02-21,TRUE,
263,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 플래시,2025-02-21,,
264,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 조립(하부케이스),2025-02-21,,
265,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 조립(상부케이스),2025-02-21,,
266,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 전원선트리밍,2025-02-21,,
267,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 전원부글루건,2025-02-21,,
268,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 스티커라벨링,2025-02-21,,
269,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 셋팅(전방),2025-02-21,,
270,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 분해(하부케이스),2025-02-21,,
271,XC #81,XC #81,1420122039306,차량탑재용,평촌/7층/플랫폼설계팀/송홍대,250221 XC 기초테스트,2025-02-21,,
272,XC #81,XAVIER-HS-81,,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250203 XC 전원부납땜 ,2025-02-03,,
273,XC #81,XAVIER-HS-81,,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250203 XC 이관(플랫폼설계팀 to AI기술개발1팀),2025-02-03,,
274,XC #81,XAVIER-HS-81,,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250203 XC 에디슨모터스 탑재예정,2025-02-03,,
275,XC #9,XAVIER-HS-9,,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,"250131 XC 차량탑재불가판정 #인터페이스보드 미탑재, 메인보드 저항 미탑재, or 발열이슈, ",2025-01-31,TRUE,
276,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250212 XC 택배발송(AI기술개발1팀/박정훈 to 플랫폼운영팀/표중빈),2025-02-12,TRUE,
277,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 플래시,2025-02-11,,
278,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 출고테스트,2025-02-11,,
279,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 조립(하부케이스),2025-02-11,,
280,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 조립(상부케이스),2025-02-11,,
281,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 전원선트리밍,2025-02-11,,
282,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 전원부글루건,2025-02-11,,
283,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 스티커라벨링,2025-02-11,,
284,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 셋팅(후방),2025-02-11,,
285,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250211 XC 분해(하부케이스),2025-02-11,,
286,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250203 XC 전원부납땜 ,2025-02-03,,
287,XC #94,XC #94,1420222044795,차량탑재용,평촌/7층/AI기술개발1팀/박정훈,250203 XC 이관(플랫폼설계팀 to AI기술개발1팀),2025-02-03,,
288,XC #?,XAVIER-HS-?,,개발용,평촌/7층/AI기술개발1팀/박태곤,250131 XC 차량탑재불가판정 #개발보드,2025-01-31,TRUE,
289,XC #?,XAVIER-HS-?,,개발용,평촌/7층/AI기술개발1팀/박태곤,250131 XC 차량탑재불가판정 #개발보드,2025-01-31,TRUE,
290,XC #?,,,차량탑재용,화성/VE_DN8_1/후방,,,,
291,XC #?,,,차량탑재용,화성/VE_DN8_1/전방,,,,
292,XC #?,,,차량탑재용,화성/Katech_Porter/후방,,,,
293,XC #?,,,차량탑재용,화성/Katech_Porter/전방,,,,
294,XC #?,,,차량탑재용,화성/Katech_County/후방,,,,
295,XC #?,,,차량탑재용,화성/Katech_County/전방,,,,
296,XC #?,,,차량탑재용,하동/HADONG_APOLLO_900_1/후방,,,,
297,XC #?,,,차량탑재용,하동/HADONG_APOLLO_900_1/전방,,,,
298,XC #?,,,차량탑재용,평촌/INCHEON_EU_2/후방,,,,
299,XC #?,,,차량탑재용,평촌/INCHEON_EU_2/전방,,,,
300,XC #?,,,차량탑재용,평촌/INCHEON_EU_1/후방,,,,
301,XC #?,,,차량탑재용,평촌/INCHEON_EU_1/전방,,,,
302,XC #?,,,차량탑재용,평촌/ANYANG_Apollo_900_2/후방,,,,
303,XC #?,,,차량탑재용,평촌/ANYANG_Apollo_900_2/전방,,,,
304,XC #?,,,차량탑재용,평촌/ANYANG_Apollo_900_1/후방,,,,
305,XC #?,,,차량탑재용,평촌/ANYANG_Apollo_900_1/전방,,,,
306,XC #?,,,차량탑재용,세종/TW_KA4_4/후방,,,,
307,XC #?,,,차량탑재용,세종/TW_KA4_4/전방,,,,
308,XC #?,,,차량탑재용,세종/TW_KA4_3/후방,,,,
309,XC #?,,,차량탑재용,세종/TW_KA4_3/전방,,,,
310,XC #?,,,차량탑재용,세종/SEJONG_Les_1/후방,,,,
311,XC #?,,,차량탑재용,세종/SEJONG_Les_1/전방,,,,
312,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_7/후방,,,,
313,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_7/전방,,,,
314,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_6/후방,,,,
315,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_6/전방,,,,
316,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_5/후방,,,,
317,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_5/전방,,,,
318,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_4/후방,,,,
319,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_4/전방,,,,
320,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_3/후방,,,,
321,XC #?,,,차량탑재용,세종/SEJONG_Apollo_900_3/전방,,,,
322,XC #?,,,차량탑재용,세종/SEJONG_APOLLO_900_2/후방,,,,
323,XC #?,,,차량탑재용,세종/SEJONG_APOLLO_900_2/전방,,,,
324,XC #?,,,차량탑재용,세종/SEJONG_APOLLO_900_1/후방,,,,
325,XC #?,,,차량탑재용,세종/SEJONG_APOLLO_900_1/전방,,,,
326,XC #?,,,차량탑재용,세종/SEJONG_APOLLO_750_1/후방,,,,
327,XC #?,,,차량탑재용,세종/SEJONG_APOLLO_750_1/전방,,,,
328,XC #?,,,차량탑재용,세종/CHUNGBUK_EU_2/후방,,,,
329,XC #?,,,차량탑재용,세종/CHUNGBUK_EU_2/전방,,,,
330,XC #?,,,차량탑재용,세종/CHUNGBUK_EU_1/후방,,,,
331,XC #?,,,차량탑재용,세종/CHUNGBUK_EU_1/전방,,,,
332,XC #?,,,차량탑재용,대구/KIU_Lester/후방,,,,
333,XC #?,,,차량탑재용,대구/KIU_Lester/전방,,,,
334,XC #?,,,차량탑재용,대구/DIGITAL_KATECH_NE/후방,,,,
335,XC #?,,,차량탑재용,대구/DIGITAL_KATECH_NE/전방,,,,
336,XC #?,,,차량탑재용,대구/DIGITAL_KATECH_FE/후방,,,,
337,XC #?,,,차량탑재용,대구/DIGITAL_KATECH_FE/전방,,,,
338,XC #?,,,차량탑재용,대구/DAEGU_5G_DN8_3/후방,,,,
339,XC #?,,,차량탑재용,대구/DAEGU_5G_DN8_3/전방,,,,
340,XC #?,,,차량탑재용,대구/AYOBILITY/후방,,,,
341,XC #?,,,차량탑재용,대구/AYOBILITY/전방,,,,
342,XC #?,,,차량탑재용,기타/KATECH_CABIN/후방,,,,
343,XC #?,,,차량탑재용,기타/KATECH_CABIN/전방,,,,
344,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 8호(?),,,,
345,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 7호(?),,,,
346,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 6호(?),,,,
347,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 5호(?),,,,
348,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 4호(?),,,,
349,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 3호(?),,,,
350,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 2호(?),,,,
351,XC #?,,,차량탑재용,{지역}/한자연 납품 8대 1호(?),,,,
352,XC #?,,,차량탑재용,{지역}/한자연 납품 4대 4호(?),,,,
353,XC #?,,,차량탑재용,{지역}/한자연 납품 4대 3호(?),,,,
354,XC #?,,,차량탑재용,{지역}/한자연 납품 4대 2호(?),,,,
355,XC #?,,,차량탑재용,{지역}/한자연 납품 4대 1호(?),,,,
356,XC #?,,,차량탑재용,{지역}/고려대 RIS/후방,,,,
357,XC #?,,,차량탑재용,{지역}/고려대 RIS/전방,,,,
358,XC #?,,,차량탑재용,{지역}/TW_KA4_5/후방,,,,
359,XC #?,,,차량탑재용,{지역}/TW_KA4_5/전방,,,,
360,XC #?,,,차량탑재용,{지역}/NAVY_NE/후방,,,,
361,XC #?,,,차량탑재용,{지역}/NAVY_NE/전방,,,,
362,XC #?,,,차량탑재용,{지역}/Hydrogen_Bus_2/후방,,,,
363,XC #?,,,차량탑재용,{지역}/Hydrogen_Bus_2/전방,,,,
364,XC #?,,,차량탑재용,{지역}/Hydrogen_Bus_1/후방,,,,
365,XC #?,,,차량탑재용,{지역}/Hydrogen_Bus_1/전방,,,,
